venue_id,slug,venue_name,alternate_names,venue_type,claim_status,listing_status,is_verified,country,region,city,area,full_address,postal_code,latitude,longitude,google_maps_url,directions_short,phone_primary,phone_secondary,email,website_url,facebook_url,instagram_url,viber_url,reclub_url,external_booking_url,external_booking_provider,court_count,indoor_outdoor,covered_uncovered,surface_type,has_dedicated_lines,has_permanent_nets,has_open_play,has_coaching,has_court_rental,is_beginner_friendly,allows_walkins,amenity_air_conditioning,amenity_tournament_lighting,amenity_parking,amenity_showers,amenity_lockers,amenity_seating_area,amenity_water_refill,amenity_cafe_food,amenity_paddle_rental,amenity_pro_shop,amenity_wifi,amenity_covered_terrace,price_from_amount,price_from_unit,price_from_label,additional_rates,pricing_currency,pricing_notes,pricing_last_verified_at,hours_monday_open,hours_monday_close,hours_monday_note,hours_tuesday_open,hours_tuesday_close,hours_tuesday_note,hours_wednesday_open,hours_wednesday_close,hours_wednesday_note,hours_thursday_open,hours_thursday_close,hours_thursday_note,hours_friday_open,hours_friday_close,hours_friday_note,hours_saturday_open,hours_saturday_close,hours_saturday_note,hours_sunday_open,hours_sunday_close,hours_sunday_note,hours_timezone,hours_last_verified_at,custom_tagline,custom_highlights,custom_caveats,editorial_note,main_image_url,gallery_image_urls,image_credits,source_urls,data_completeness,data_quality_notes,last_verified_at,primary_pricing_model,booking_slot_minutes,booking_advance_window_days,accepts_walk_ins,pricing_blocks_last_verified_at
ph-the-pickleball-club-nomo-bacoor,the-pickleball-club-nomo,The Pickleball Club - NOMO,The Pickleball Club NOMO,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Bacoor,NOMO / Bacoor Blvd,"3rd Floor, NOMO - A Vista Lifestyle Center, Bacoor Blvd, Bacoor, Cavite",,,,https://maps.google.com/?q=The+Pickleball+Club+NOMO+Bacoor,,0968-879-6499,,thepickleballclubnomo@gmail.com,,https://www.facebook.com/thepickleballclubnomo/,https://www.instagram.com/thepickleballclubnomo/,,,,,,indoor,covered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,TRUE,TRUE,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with venue,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,10:00,21:00,,Asia/Manila,,Strongest structured indoor pickleball venue in Bacoor,Modern indoor venue / easy access,Newer venue / limited reviews,,https://drive.google.com/file/d/1UaTvk_Tf4sB5R_7r8sCU4NtADX7PeEns/view?usp=drive_link,https://drive.google.com/file/d/1Gwt3Ws8G_3MMAqgEbHHXXARx5tsbKyEJ/view?usp=drive_link|https://drive.google.com/file/d/1aHs5sZvDr3ttCTev-wdzkw3fTxcye_6l/view?usp=sharing,,https://www.facebook.com/thepickleballclubnomo/,needs_review,missing price | missing court count | no official website listed,,unknown,,,unknown,
ph-playhouse-pickle-bacoor,playhouse-pickle,Playhouse Pickle,Playhouse Pickle Bacoor,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Bacoor,Bacoor Blvd / Funnside Area,"Back of Funnside Ningnangan, Bacoor Blvd, Bacoor, Cavite",,,,https://maps.google.com/?q=Playhouse+Pickle+Bacoor,,,,,,https://www.facebook.com/playhousepickle,,,,,,,,,unknown,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,,,Pay to Play,,PHP,Verify directly with venue,,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,Asia/Manila,,Strong dedicated Bacoor pickleball facility,New dedicated facility / good feedback,Limited structured details public,,https://drive.google.com/file/d/13eGgSYjEGmW4zKVyQKS5gT8_GrU5J2jB/view?usp=drive_link,https://drive.google.com/file/d/1empHRwj7G3ilXnphc-xJLNI3qm214Lvm/view?usp=drive_link,,https://www.facebook.com/playhousepickle|https://www.pickleheads.com/courts/ph/calabarzon/bacoor/playhouse-pickle,needs_review,missing price | missing court count | no official website listed,,unknown,,,unknown,
ph-meadowood-executive-village-pickleball-club-bacoor,meadowood-executive-village-pickleball-club,Meadowood Executive Village Pickleball Club,Meadowood PB Club,community_court,unclaimed,published,FALSE,Philippines,,Bacoor,Meadowood Executive Village,"Meadowood Executive Village, Bacoor, Cavite",,,,https://maps.google.com/?q=Meadowood+Executive+Village+Pickleball+Club,,0926-751-5366,,,,https://www.facebook.com/groups/1549681149300088/media/albums,,,,,,1,outdoor,uncovered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,50,,Per Player,,PHP,Publicly listed visitor fee,,17:00,22:00,,17:00,22:00,,17:00,22:00,,17:00,22:00,,17:00,22:00,,,,,,,,Asia/Manila,,Affordable established Bacoor subdivision pickleball club,Affordable /active club,Subdivision access restriction,,https://drive.google.com/file/d/1bJtkh_Lm2DoFxq5wVpld0485q-kjLJGD/view?usp=drive_link,,,https://www.pickleheads.com/courts/ph/calabarzon/bacoor/meadow-wood-executive-village|https://www.pickleheads.com/courts/ph/calabarzon/bacoor/meadow-wood-executive-village,complete,Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-divine-light-academy-las-pinas-las-pinas,divine-light-academy-las-pinas,Divine Light Academy Las Piñas,DLA Las Piñas; DLA LP,school_venue,unclaimed,published,FALSE,Philippines,Metro Manila,Las Piñas,Talon,"Alabang-Zapote Road, Las Piñas City 1740 (main address also 7 Rosal Street, Doña Manuela Subdivision)",,,,"https://www.google.com/maps/place/Divine+Light+Academy/@14.4536539,120.9749412,17z/data=!4m15!1m8!3m7!1s0x3397cdf061e89531:0x98cd8e2afcca8a34!2sDivine+Light+Academy!8m2!3d14.4538219!4d120.9750654!10e5!16s%2Fm%2F0k3n2b5!3m5!1s0x3397cdf061e89531:0x98cd8e2afcca8a34!8m2!3d14.4538219!4d120.9750654!16s%2Fm%2F0k3n2b5?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 960 856 4133,,rapalbhuds@yahoo.com,http://www.dla.edu.ph,https://www.facebook.com/DLALPOfficial/,,,,,,3,indoor,covered,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,TRUE,TRUE,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,200,,Per Player,,PHP,₱200/player per pickleball.ph,,08:30,18:00,,,,,08:30,18:00,,,,,,,,,,,08:30,18:00,,Asia/Manila,,3 indoor covered pickleball courts at Divine Light Academy Las Piñas; Sun/Mon/Wed 8:30am-6pm at ₱200/player.,N/A — no verified reviews|private school venue,N/A — no verified reviews|access typically through school bookings only,"Private K-12 school (founded 1982) that opens its covered gym for pickleball play on Sundays, Mondays, and Wednesdays.School's DLA campus has refurbished covered courts and air-conditioned facilities. Verified in pickleball.ph PDF Sept 2025.",,https://drive.google.com/file/d/1-KpZNd_Obyx6GSCCB3PN5GdCGOKP7KtW/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.facebook.com/DLALPOfficial/,complete,missing main image | Saturday hours unknown,,session_per_player,,,unknown,
ph-fitness-hub-las-pinas,fitness-hub,Fitness Hub,Fitness Hub BF Resort,condo_facility,unclaimed,published,FALSE,Philippines,Metro Manila,Las Piñas,Bf resort,"Heritage Home, BF Resort Village, Talon Dos, Las Piñas City",,,,https://www.google.com/maps/dir/?api=1&destination=BF+Resort+Drive%2C+Las+Pi%C3%B1as%2C+Metro+Manila%2C+Philippines,,63 968 702 4051,,pickleball@bfresortvillage.com,,https://www.facebook.com/bfrv.laspinas/,,,,,,3,mixed,covered,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,,Free,,PHP,Free to play per pickleball.ph,,17:00,21:00,,,,,17:00,21:00,,,,,17:00,21:00,,,,,,,,Asia/Manila,,"Free 3-court covered pickleball at Heritage Home clubhouse, BF Resort Village; Mon/Wed/Fri 5-9pm.","Clean and welcoming|friendly staff|well-equipped|open 24/7|supportive coaches. (Reviews are for Fitpad gym at BFRV, not pickleball-specific.)","Reviews pertain to gym/fitness, not pickleball|small floor area|pickleball may be limited here","Community-run pickleball at Heritage Home clubhouse inside BF Resort Village. Free to play on Mon/Wed/Fri evenings, managed by BF Resort Village.",,,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/metro-manila/las-pinas/fitness-hub,complete,missing main image | Saturday hours unknown | Sunday hours unknown | no official website listed,,free,,,unknown,
ph-sylvia-bf-homes-las-pinas,sylvia-bf-homes,Sylvia BF Homes,Sylvia BF Almanza; BF Homes Almanza Clubhouse; Dink and Drive Pickleball Club,condo_facility,unclaimed,published,FALSE,Philippines,Metro Manila,Las Piñas,Almanza Dos,"BF Homes Almanza Phase 2 Clubhouse, CRM Avenue, Almanza Dos, Las Piñas City 1750",,,,"https://www.google.com/maps/search/Sylvia+BF+Homes/@14.4108428,121.0089571,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 945 653 5470,,ralph.esteban@aviph.com,,,,,https://reclub.co/clubs/@dink-and-drive-pickleball-club-alabang-las-pinas,,,3,indoor,covered,wood,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,unknown,150,,Per Player,,PHP,₱150 per 4 hours per Reclub open plays; ₱150/player per pickleball.ph,2026-05-14,18:00,22:00,,18:00,22:00,,,,,18:00,22:00,,,,,18:00,22:00,,18:00,22:00,,Asia/Manila,,3 indoor wood courts at BF Homes Almanza Phase 2 Clubhouse; home of Dink and Drive Pickleball Club; ₱150/4hrs via Reclub.,N/A — no verified reviews available,N/A — no verified reviews|likely a private subdivision court,,https://drive.google.com/file/d/1cG2W9AWiXwLCY_ooOe5VEGxF7wNJmlRy/view?usp=drive_link,,,https://www.pickleheads.com/courts/ph/metro-manila/las-pinas/sylvia-bf-homes|https://reclub.co/clubs/@dink-and-drive-pickleball-club-alabang-las-pinas|https://www.pickleheads.com/courts/ph/metro-manila/las-pinas/sylvia-bf-homes,needs_review,no official website listed,2026-05-14,session_per_player,,,unknown,
ph-soldiers-hills-2-covered-courts-las-pinas,soldiers-hills-2-covered-courts,Soldiers Hills 2 Covered Courts,Soldiers' Hills Subdivision II; Soldiers Hills 2 Badminton Court,condo_facility,unclaimed,published,FALSE,Philippines,Metro Manila,Las Piñas,Pulang Lupa Dos,"Soldiers Hills 2, 21612 Gen. Villamor Street, Las Piñas City 1752",,,,"https://www.google.com/maps/place/Soldiers+Hills+2+Basketball+Court/@14.4108887,120.9909324,14z/data=!4m10!1m2!2m1!1sSoldiers+Hills+2+Covered+Courts!3m6!1s0x3397d18f8eac861b:0x8ebaea554c14987!8m2!3d14.41216!4d120.9973297!15sCh9Tb2xkaWVycyBIaWxscyAyIENvdmVyZWQgQ291cnRzkgEQYmFza2V0YmFsbF9jb3VydOABAA!16s%2Fg%2F1tfz7qfb?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 933 032 1692,,edward_senga@yahoo.com,,"https://www.facebook.com/pages/Soldiers'%20Hills%20Subdivision%20II,%20Las%20Pi%C3%B1as%20City/900380823403276/",,,,,,2,mixed,covered,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,FALSE,TRUE,TRUE,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,120,,Per Player,,PHP,₱120/player per pickleball.ph,,,,,18:00,22:00,,,,,,,,18:00,22:00,,,,,,,,Asia/Manila,,"2 covered pickleball courts in Soldiers Hills 2 subdivision, Las Piñas; Tuesdays & Fridays 6-10pm at ₱120/player.",Covered and fenced court with lights and digital timer|can be privately booked|spacious|has tennis and badminton nearby,Primarily a basketball court|residents-only use|limited availability for outside players|reservations required,Community covered courts. Confirmed in pickleball.ph PDF and Pickleheads. Also listed as a badminton court on Waze.,,https://drive.google.com/file/d/1QVFX51_x4VUhW_HtVgafocfXL9NS0o9i/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/metro-manila/las-pinas/soldiers-hills-2|https://www.pickleheads.com/courts/ph/metro-manila/las-pinas/soldiers-hills-2,complete,missing main image | Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-athlete-central-cainta,athlete-central,Athlete Central,Athlete Central PH; Athlete Central Fitness,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Cainta,San Isidro,"OAX Complex, Km 22 Ortigas Avenue Extension, Cainta, Rizal 1900",,,,"https://www.google.com/maps/place/Athlete+Central/@14.5816847,121.124733,17z/data=!3m1!4b1!4m6!3m5!1s0x3397c7e66007ded7:0xc3ef71558042b59c!8m2!3d14.5816795!4d121.1273079!16s%2Fg%2F11w25h_j39?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,919 994 4914,,billyarceo@gmail.com,https://athletecentral.fit/v2/,https://www.facebook.com/athletecentralph/,https://www.instagram.com/athletecentralph/,,,https://booking.page/en/company/page/athletecentral,booking_page,7,indoor,covered,usapa tournament-grade,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,TRUE,TRUE,TRUE,unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,unknown,unknown,200,,Per Player,,PHP,"₱200-₱250 per player (open play); ₱1,500/hr for private group (up to 20). KTV rooms fully consumable.",2026-05-14,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,00:00,24:00,24/7,Asia/Manila,,"Rizal's biggest pickleball facility: 7 dedicated courts + 4 hybrid, 24/7 access, full bar-restaurant and multi-sport amenities in OAX Complex, Cainta.","Spacious 24/7 pickleball, badminton and multi-sport courts|₱500/hr with no entrance fee|clean showers|friendly staff|food, gym, archery on-site|plenty of parking",Location is a bit far/hard to find|ladies CR can be warm and stuffy|popular so courts fill up,,https://drive.google.com/file/d/1kL2Zi4KNWpIQxwsxwHQ8WcnF8M8TMJIC/view?usp=sharing,https://drive.google.com/file/d/1BqDf39Nvyo4rYUI7rP8VRgf3UOuKadGl/view?usp=sharing,,https://athletecentral.fit/v2/|https://www.facebook.com/athletecentralph/|https://www.pickleheads.com/courts/ph/calabarzon/cainta,needs_review,,2026-05-14,court_hour,,,unknown,
ph-filinvest-east-homes-pickleball-courts-cainta,filinvest-east-homes-pickleball-courts,Filinvest East Homes Pickleball Courts,FEHA Pickleball Club,condo_facility,unclaimed,published,FALSE,Philippines,,Cainta,San Isidro,"Cohen Street, Filinvest East Homes, Cainta, Rizal 1900",,,,"https://www.google.com/maps/search/Filinvest+East+Homes+Pickleball+Courts/@14.5816847,121.124733,17z?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 917 520 9414,,fehapickleballclub@gmail.com,,,,,,,,3,outdoor,uncovered,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,FALSE,TRUE,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,120,,Per Player,,PHP,₱120 or ₱200 tier per pickleball.ph (likely different rates for residents vs guests),2026-05-14,06:30,21:00,"6:30 AM - 8:30 AM, 4:00 PM - 9:00 PM",,,,06:30,21:00,"6:30 AM - 8:30 AM, 4:00 PM - 9:00 PM",,,,06:30,21:00,"6:30 AM - 8:30 AM, 4:00 PM - 9:00 PM",06:30,21:00,"6:30 AM - 8:30 AM, 4:00 PM - 9:00 PM",,,,Asia/Manila,,3 outdoor pickleball courts at Filinvest East Homes Cainta; MWFSa mornings and evenings; managed by FEHA club.,"Well-organized subdivision|safe, clean community|good for residents. (Reviews are for subdivision, not pickleball specifically.)",Reviews are about the subdivision|no specific pickleball court listing|access likely for residents/guests only,,https://drive.google.com/file/d/1LPLnY1aGTeCRlNKGKdsOeslwWs1Je1wL/view?usp=drive_link,,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://hookedpickleball.com/pickleball-courts/,needs_review,Sunday hours unknown | no official website listed,2026-05-14,session_per_player,,,unknown,
ph-greenland-village-pickleball-cainta,greenland-village-pickleball,Greenland Village Pickleball,Greenland Village Cainta,condo_facility,unclaimed,published,FALSE,Philippines,,Cainta,Cagresca / Phase 3,"Cagresca, Phase 3, Greenland Village, Cainta, Rizal 1900",,,,,,968 702 5583,,reynoldq@yahoo.com,,,,,,,,3,outdoor,,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,FALSE,TRUE,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,60,,Per Player,,PHP,₱60/player — one of the most affordable rates in Metro East,,17:00,22:00,,,,,17:00,22:00,,,,,17:00,22:00,,17:00,22:00,,,,,Asia/Manila,,3 hard courts in Greenland Village Cainta; MWF+Sat evenings 5-10pm at just ₱60/player.,N/A — no verified reviews available,N/A — no verified reviews|likely subdivision-restricted,,,,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,complete,missing Google Maps URL | missing main image | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-new-st-francis-pickleball-club-cainta,new-st-francis-pickleball-club,New St Francis Pickleball Club,New St. Francis Village Pickleball Court,condo_facility,unclaimed,published,FALSE,Philippines,,Cainta,New St. Francis Village,"New St. Francis Village Pickleball Court, Cainta, Rizal 1900",,,,"https://www.google.com/maps/place/St.+Francis+Covered+Court/@14.5818117,121.1067083,14z/data=!4m10!1m2!2m1!1sNew+St+Francis+Pickleball+Club!3m6!1s0x3397c73fc2567c17:0x7c2c0e8474d1e18!8m2!3d14.5808413!4d121.1242129!15sCh5OZXcgU3QgRnJhbmNpcyBQaWNrbGViYWxsIENsdWKSARBiYXNrZXRiYWxsX2NvdXJ04AEA!16s%2Fg%2F11tn8cb750?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 916 751 3050,,cruz_edwin@yahoo.com,,,,,,,,1,outdoor,uncovered,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,FALSE,TRUE,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,10,,Per Player,,PHP,₱10/player — effectively nominal; community club pricing,,,,4:00 PM onward,,,4:00 PM onward,,,4:00 PM onward,,,4:00 PM onward,,,4:00 PM onward,,,4:00 PM onward,,,4:00 PM onward,Asia/Manila,,Single outdoor pickleball court in New St. Francis Village Cainta; daily 4pm onward at just ₱10/player.,N/A — no verified reviews available,N/A — no verified reviews available,Very community-oriented single outdoor court in New St. Francis Village Cainta. Extremely low ₱10 fee suggests small residents' club. Note: there is a separate entry 'New St Francis Village' (next row) which lists 3 covered courts with different contact —...,,https://drive.google.com/file/d/15btEE_SFY3x25K314Yc17wo1BpeARp47/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/calabarzon/cainta/st-francis-covered-court,complete,missing main image | no official website listed,,session_per_player,,,unknown,
ph-new-st-francis-village-cainta,new-st-francis-village,New St Francis Village,New St. Francis Village Pickleball Court (Covered Courts Club),condo_facility,unclaimed,published,FALSE,Philippines,,Cainta,New St. Francis Village,"New St. Francis Village Pickleball Court, Cainta, Rizal 1900",,,,"https://www.google.com/maps/place/New+St.francis+village,+Golf+St,+Cainta,+1900+Rizal/@14.5758015,121.1205314,17z/data=!3m1!4b1!4m6!3m5!1s0x3397c79db9dac73f:0xab6a269a42a92663!8m2!3d14.5757963!4d121.1231063!16s%2Fg%2F11msmczc72?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 926 681 6035,,zanderpalmado@gmail.com,,,,,,,,3,mixed,covered,hard,unknown,unknown,TRUE,unknown,unknown,TRUE,unknown,unknown,TRUE,TRUE,FALSE,unknown,unknown,unknown,FALSE,unknown,unknown,unknown,unknown,100,,Per Player,,PHP,₱100/player per pickleball.ph,,18:00,22:00,,,,,18:00,22:00,,,,,18:00,22:00,,,,,,,,Asia/Manila,,3 covered pickleball courts in New St. Francis Village Cainta; MWF evenings 6-10pm at ₱100/player.,N/A — no verified reviews available,N/A — no verified reviews available,,,https://drive.google.com/file/d/1sz8cO3AOINU7w8QP5QFIpUlz0akjjtPx/view?usp=drive_link,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf,complete,missing main image | Saturday hours unknown | Sunday hours unknown | no official website listed,,session_per_player,,,unknown,
ph-pickleball-east-dinkers-club-pedci-cainta,pickleball-east-dinkers-club-pedci,Pickleball East Dinkers Club (PEDCI),PEDCI; PEDCI Village East Cainta Rizal,dedicated_pickleball,unclaimed,published,FALSE,Philippines,,Cainta,Santo Domingo,"Village East Executive Homes, Caprice Cor. Citroen Street, Santo Domingo, Cainta, Rizal 1900",,,,"https://www.google.com/maps/place/PEDCI+Pickleball+Courts/@14.5981384,121.1138691,17z/data=!4m10!1m2!2m1!1sPickleball+East+Dinkers+Club+(PEDCI)!3m6!1s0x3397b900414d92b7:0x6d7352e746266960!8m2!3d14.59822!4d121.1163232!15sCiRQaWNrbGViYWxsIEVhc3QgRGlua2VycyBDbHViIChQRVNDSSlaJCIicGlja2xlYmFsbCBlYXN0IGRpbmtlcnMgY2x1YiBwZXNjaZIBC3Nwb3J0c19jbHVimgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0bmVXRlhTbXhsYXpsNldUTm9WR051U2xwVVYwcFRaRWMxVFZac1JSQULgAQD6AQQIVhAw!16s%2Fg%2F11vyrn29vk?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 917 570 2991,,coachmarkcasal@gmail.com,,https://www.facebook.com/PEDCIOffical/,,,,,,6,outdoor,uncovered,hard,unknown,unknown,TRUE,TRUE,TRUE,TRUE,unknown,FALSE,TRUE,TRUE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,50,,Per Player,,PHP,One-time ₱50/player fee per Pickleheads,,,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",,,"7:00-10:00 AM, 4:00-6:00 PM, 6:00-9:00 PM",Asia/Manila,,6 dedicated outdoor pickleball courts in Village East Executive Homes Cainta; multiple daily sessions at ₱50/player.,N/A — no verified reviews available,N/A — no verified reviews available,,https://drive.google.com/file/d/1TnEYXiCD-VI35w4F7zv4JPhquLDhwX00/view?usp=sharing,,,https://www.pickleheads.com/courts/ph/calabarzon/cainta/pedci-pickleball-courts|https://www.facebook.com/PEDCIOffical/|https://www.pickleheads.com/courts/ph/calabarzon/cainta/pedci-pickleball-courts,complete,no official website listed,,session_per_player,,,unknown,
ph-bulacan-sports-complex-malolos,bulacan-sports-complex,Bulacan Sports Complex,Bulacan Sports Complex Pickleball Club,,unclaimed,published,FALSE,Philippines,,Malolos,Guinhawa,"RRVQ+37C, School Road, MacArthur Highway, Malolos, Bulacan 3000",,,,"https://www.google.com/maps/place/Bulacan+Sports+Complex/@14.8426847,120.685707,12z/data=!4m10!1m2!2m1!1sBulacan+Sports+Complex!3m6!1s0x3396538991e643b3:0x4cda16fa56f798e9!8m2!3d14.8426847!4d120.8381423!15sChZCdWxhY2FuIFNwb3J0cyBDb21wbGV4kgEOc3BvcnRzX2NvbXBsZXjgAQA!16s%2Fg%2F11g1gn6wj9?entry=ttu&g_ep=EgoyMDI2MDQyMC4wIKXMDSoASAFQAw%3D%3D",,63 917 561 8016,,melbernardogarcia@gmail.com,,https://www.facebook.com/p/Bulacan-Sports-Complex-Pickleball-Club-61567383417002/,,,,,,3,outdoor,uncovered,hard,unknown,unknown,TRUE,unknown,TRUE,TRUE,unknown,FALSE,TRUE,TRUE,unknown,unknown,TRUE,unknown,unknown,FALSE,unknown,unknown,unknown,0,,Free (or ₱30 earlier),,PHP,Latest PDF shows Free; earlier listing showed ₱30/player — confirm with contact.,,,,,,,,,,,,,,,,,,,,,,,Asia/Manila,,3 free outdoor pickleball courts at Bulacan Sports Complex Malolos; call Melody Garcia or Cecilio Castro for schedule.,"Big affordable venue (₱10/head)|track, pool, tennis, basketball courts|good for jogging and mixed sports",Heat and humidity|parking can be tight during events|not pickleball-specific — shared with many sports,Public sports complex in Malolos — free outdoor pickleball courts. Pickleheads confirms 3 outdoor hard courts with permanent lines and portable nets. There is a dedicated Facebook page: 'Bulacan Sports Complex Pickleball Club'. Separate Bagong Bayan Picklers...,https://drive.google.com/file/d/1BLIlGmd3-koH_Y5sslPW6M1gF9UDrlw_/view?usp=drive_link,,,https://www.pickleball.ph/uploads/1/2/5/9/125919777/places_to_play_09.01.25.pdf|https://www.pickleheads.com/courts/ph/philippines/philippines/bulacan-sports-complex|https://www.pickleheads.com/courts/ph/philippines/philippines/bulacan-sports-complex,needs_review,Saturday hours unknown | Sunday hours unknown | no official website listed,,free,,,unknown,
